accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,Category,isWeekend,label
2000,1,4.962055,creditcard,0.000694444,food,0,0
698,1,5.017904,creditcard,0,electronics,0,0
1643,1,4.921349,storecredit,203.23125,shopping,0,0
365,1,4.836982,creditcard,233.0298611,food,1,0
2000,1,4.836982,creditcard,0.019444444,shopping,0,0
2000,1,2.596228,creditcard,1506.409028,electronics,0,0
1353,1,5.040929,creditcard,264.4597222,food,0,0
5,1,4.895263,creditcard,0.001388889,food,0,0
112,2,4.876771,creditcard,0,food,1,0
1162,1,4.965339,creditcard,85.88125,food,0,0
447,1,4.836982,creditcard,0.000694444,shopping,1,0
78,1,4.742303,creditcard,77.90763889,food,1,0
1935,1,4.886641,creditcard,72.68194444,shopping,1,0
11,1,4.962055,creditcard,10.05694444,food,0,0
2000,1,4.962055,creditcard,0,food,0,0
26,1,4.965339,creditcard,0,food,0,0
928,1,4.965339,paypal,0.921527778,food,0,0
1314,1,5.034622,creditcard,0.196527778,electronics,1,0
1888,1,4.748314,creditcard,664.9243056,shopping,0,0
639,1,4.965339,paypal,221.1145833,electronics,1,0
21,1,4.962055,creditcard,19.87291667,electronics,1,0
1885,1,4.742303,creditcard,1009.471528,food,0,0
2000,1,4.921349,creditcard,198.2854167,electronics,0,0
10,1,4.748314,paypal,0.000694444,electronics,0,0
277,1,4.745402,storecredit,18.67222222,shopping,1,0
518,1,4.921318,creditcard,354.9375,food,0,0
2000,1,4.921318,paypal,0,food,0,0
598,1,4.921318,paypal,0,electronics,0,0
2000,1,4.52458,creditcard,0.428472222,electronics,0,0
375,1,4.895263,creditcard,23.61527778,electronics,0,0
1277,1,4.965339,creditcard,0.016666667,electronics,1,0
2,1,4.52458,creditcard,0.9375,food,0,0
2000,1,4.461622,creditcard,489.4451389,shopping,1,0
111,1,4.52458,paypal,110.7993056,food,1,0
2000,1,4.057414,creditcard,1.167361111,electronics,0,0
1334,1,4.742303,creditcard,0.001388889,electronics,1,0
8,1,4.742303,paypal,7.711111111,shopping,1,0
2,1,5.034622,paypal,0,shopping,1,0
109,1,4.836982,creditcard,0,shopping,0,0
205,1,4.52458,creditcard,0.018055556,food,1,0
515,1,5.017904,paypal,0,shopping,0,0
791,1,4.886641,storecredit,141.9215278,electronics,1,0
827,1,4.748314,creditcard,26.96319444,food,0,0
420,4,4.52458,creditcard,0.066666667,food,1,0
258,1,4.836982,creditcard,0,food,0,0
85,1,5.034622,creditcard,0,food,1,0
666,1,4.895263,creditcard,0,electronics,1,0
1314,1,4.745402,paypal,936.7631944,food,0,0
2000,1,4.52458,storecredit,0,food,0,0
2000,1,4.748314,creditcard,0.1875,shopping,0,0
1698,1,4.745402,creditcard,0.001388889,electronics,0,0
1510,1,4.876771,creditcard,0,electronics,0,0
1416,1,4.461622,paypal,22.62013889,shopping,0,0
121,1,4.745402,creditcard,120.6256944,electronics,1,0
2000,1,4.921318,creditcard,80.39722222,electronics,1,0
1554,1,4.742303,creditcard,0.278472222,shopping,0,0
76,1,2.94894,creditcard,0.001388889,food,1,0
882,1,4.886641,creditcard,0,food,1,0
2000,1,4.748314,creditcard,696.8791667,shopping,0,0
161,1,3.066058,creditcard,0,food,0,0
2000,1,4.921349,creditcard,636.7784722,shopping,0,0
2000,1,4.876771,creditcard,90.74444444,electronics,0,0
1817,1,4.742303,creditcard,0,food,0,0
2000,1,4.876771,paypal,332.8965278,food,0,0
2000,1,4.921318,creditcard,102.2180556,electronics,1,0
440,1,2.94894,paypal,0.00625,food,1,0
1963,1,4.52458,storecredit,0,electronics,0,0
725,1,4.461622,paypal,0,food,0,0
2000,1,4.505662,creditcard,1672.313889,electronics,0,0
861,1,4.895263,creditcard,535.4770833,food,0,0
1670,1,4.876771,creditcard,0,shopping,0,0
649,1,5.040929,creditcard,0.001388889,food,1,0
356,1,4.886641,creditcard,0.000694444,electronics,0,0
1729,1,4.742303,creditcard,1.361805556,shopping,0,0
2,1,4.505662,paypal,0,food,1,0
2000,1,4.057414,creditcard,0,shopping,0,0
2000,1,4.921349,creditcard,410.7729167,food,1,0
110,1,4.886641,creditcard,0.000694444,food,0,0
529,1,4.742303,creditcard,0.002083333,shopping,0,0
365,1,4.836982,creditcard,364.0520833,food,0,0
1761,1,5.040929,creditcard,0,shopping,1,0
918,1,4.745402,creditcard,0,food,0,0
12,1,5.034622,creditcard,11.71736111,food,0,0
609,1,4.505662,paypal,536.0222222,electronics,0,0
1992,1,4.876771,creditcard,0,shopping,1,0
84,1,4.745402,creditcard,0.029166667,food,0,0
260,1,4.52458,creditcard,0,electronics,1,0
2,1,4.748314,creditcard,0,shopping,1,0
1336,1,4.921318,creditcard,0,shopping,1,0
2000,1,4.742303,paypal,0.000694444,electronics,0,0
196,1,4.965339,creditcard,0.000694444,shopping,1,0
86,2,4.895263,creditcard,0,shopping,0,0
2000,1,3.575983,paypal,77.09097222,food,1,0
167,1,4.921349,creditcard,0,electronics,0,0
2000,1,4.505662,creditcard,1.024305556,electronics,1,0
2000,1,3.483951,creditcard,0.513194444,food,0,0
611,1,4.057414,creditcard,579.1125,food,0,0
1944,1,4.895263,creditcard,0.002777778,shopping,1,0
896,1,4.886641,paypal,282.3902778,shopping,1,0
1677,1,4.745402,creditcard,342.9972222,food,0,0
163,2,4.748314,paypal,0,electronics,0,0
20,3,4.962055,creditcard,18.96597222,shopping,0,0
1787,1,4.962055,paypal,30.16041667,electronics,1,0
2000,1,4.057414,creditcard,1764.263194,food,1,0
4,1,4.748314,paypal,0.003472222,electronics,1,0
1347,2,4.895263,creditcard,0,food,1,0
75,1,4.748314,paypal,0,food,0,0
24,1,4.748314,paypal,23.97569444,shopping,1,0
1994,2,3.954522,creditcard,207.8027778,electronics,0,0
2,1,5.017904,creditcard,1.980555556,electronics,0,0
448,1,5.034622,creditcard,0.000694444,food,0,0
883,1,4.748314,creditcard,0,shopping,1,0
97,1,4.876771,creditcard,0,shopping,0,0
869,1,5.040929,creditcard,0,electronics,0,0
1319,1,4.748314,creditcard,0,shopping,0,0
1038,1,4.921349,paypal,0.006944444,food,1,0
1314,1,3.954522,creditcard,0,shopping,1,0
2,1,5.017904,creditcard,1.222222222,food,0,0
1307,1,4.886641,paypal,0.008333333,food,0,0
2000,1,4.742303,paypal,415.8256944,food,1,0
862,1,4.962055,creditcard,0,food,0,0
702,1,4.886641,creditcard,662.5458333,shopping,0,0
3,1,4.895263,creditcard,2.073611111,food,1,0
921,1,4.836982,creditcard,0,shopping,0,0
814,1,4.921318,paypal,391.4527778,electronics,0,0
127,1,4.461622,creditcard,126.7722222,food,1,0
2,1,4.965339,creditcard,0.000694444,electronics,1,0
2000,1,4.836982,creditcard,0,electronics,0,0
4,1,4.962055,storecredit,0.000694444,shopping,0,0
32,1,5.017904,creditcard,0,food,0,0
764,1,4.886641,creditcard,0,shopping,1,0
2000,1,4.742303,creditcard,0.222916667,shopping,0,0
2000,1,4.52458,creditcard,641.7159722,food,1,0
1,1,4.505662,paypal,0,electronics,,1
2000,1,3.575983,creditcard,236.9902778,shopping,0,0
1973,1,4.921318,creditcard,0,shopping,0,0
2,1,4.921318,creditcard,1.244444444,shopping,0,0
1053,1,4.962055,creditcard,0,electronics,0,0
2,1,4.886641,creditcard,0,food,1,0
133,1,4.965339,paypal,0.079166667,electronics,1,0
3,1,4.921318,creditcard,2.294444444,electronics,0,0
2,1,4.461622,creditcard,1.377777778,food,1,0
2000,1,4.921318,paypal,829.4493056,shopping,1,0
1558,1,5.040929,storecredit,249.0444444,shopping,0,0
78,1,4.52458,paypal,0.002083333,food,1,0
2000,1,4.748314,creditcard,326.1944444,electronics,1,0
1275,1,5.017904,creditcard,0.004861111,food,0,0
1247,1,4.836982,creditcard,0,electronics,0,0
1188,1,4.886641,creditcard,0.0125,food,1,0
33,1,4.921318,paypal,0.0125,shopping,1,0
1944,1,4.742303,storecredit,84.99097222,electronics,0,0
97,1,4.745402,creditcard,96.84722222,shopping,1,0
1152,1,4.505662,paypal,0,shopping,0,0
177,1,2.596228,creditcard,176.3729167,shopping,0,0
703,1,5.017904,creditcard,0.009027778,shopping,1,0
2,1,4.962055,creditcard,1.038888889,food,1,0
2,1,4.895263,paypal,1.058333333,shopping,0,0
1371,1,4.745402,paypal,1.647222222,shopping,0,0
2,1,4.895263,paypal,0,electronics,0,0
82,1,4.461622,creditcard,0.000694444,shopping,1,0
119,1,4.962055,paypal,0.004861111,shopping,0,0
5,1,4.876771,paypal,4.947916667,shopping,0,0
49,1,4.921349,creditcard,0,food,1,0
50,1,4.748314,creditcard,0,food,1,0
22,1,4.748314,paypal,0,shopping,0,0
2000,1,4.836982,creditcard,0.000694444,food,0,0
106,1,5.040929,paypal,76.54305556,food,1,0
2000,1,4.876771,creditcard,0.038888889,food,0,0
873,1,4.748314,creditcard,0,food,0,0
737,2,5.034622,creditcard,0,shopping,1,0
1396,1,4.962055,creditcard,0.025694444,shopping,1,0
127,1,4.52458,creditcard,126.6743056,electronics,1,0
66,1,4.52458,creditcard,0.002777778,food,1,0
2000,1,4.505662,creditcard,0.000694444,shopping,1,0
2000,1,5.040929,paypal,0.001388889,electronics,0,0
27,1,4.742303,creditcard,1.774305556,shopping,1,0
216,1,3.483951,creditcard,130.9868056,food,0,0
715,1,4.965339,creditcard,0,electronics,0,0
2000,1,4.921349,paypal,0.952083333,food,1,0
1142,1,4.836982,paypal,0,shopping,1,0
1460,1,5.040929,creditcard,81.01597222,shopping,1,0
2000,1,5.017904,creditcard,61.51805556,food,1,0
2000,1,4.461622,creditcard,0.01875,electronics,1,0
4,1,4.745402,paypal,0,shopping,0,0
905,1,4.505662,creditcard,0.000694444,electronics,1,0
2000,1,4.52458,creditcard,0.127083333,electronics,0,0
2,1,5.040929,paypal,0.946527778,electronics,0,0
1648,1,4.836982,storecredit,0.000694444,food,1,0
1624,1,4.965339,creditcard,0,electronics,1,0
22,1,4.836982,paypal,0,electronics,1,0
2,1,4.965339,paypal,0.004861111,electronics,1,0
499,1,4.962055,paypal,42.66111111,electronics,1,0
534,1,5.034622,paypal,0,shopping,1,0
3,1,4.836982,creditcard,2.664583333,electronics,0,0
161,2,4.962055,paypal,0,shopping,0,0
220,1,4.876771,creditcard,0,electronics,0,0
2000,1,4.505662,creditcard,0.625,food,1,0
2000,1,4.505662,creditcard,210.3645833,shopping,1,0
1089,1,4.962055,creditcard,0.001388889,shopping,1,0
2,1,4.895263,creditcard,0,food,0,0
1771,1,5.040929,creditcard,0.003472222,electronics,0,0
2000,1,4.886641,creditcard,636.2173611,electronics,0,0
16,1,5.040929,creditcard,15.52083333,electronics,1,0
975,1,4.965339,creditcard,0.022222222,food,0,0
99,1,3.954522,creditcard,0.002083333,electronics,1,0
2000,1,4.52458,creditcard,259.3430556,shopping,1,0
1,1,4.057414,creditcard,0.011805556,food,,1
117,2,4.876771,creditcard,116.0152778,electronics,1,0
22,1,4.895263,paypal,21.88958333,food,1,0
2000,1,5.034622,creditcard,728.3965278,shopping,1,0
9,1,4.921318,paypal,0.003472222,shopping,1,0
2000,1,4.505662,creditcard,351.3527778,food,0,0
379,1,4.895263,paypal,378.81875,shopping,1,0
292,1,4.876771,creditcard,91.03194444,shopping,1,0
1801,1,4.921318,paypal,0.733333333,electronics,0,0
675,1,4.748314,creditcard,0.03125,food,0,0
124,1,5.040929,paypal,0,food,0,0
2000,1,4.836982,creditcard,62.19791667,electronics,1,0
894,1,4.876771,paypal,858.15,electronics,0,0
2,1,5.040929,creditcard,1.006944444,food,1,0
2,1,5.017904,creditcard,1.147222222,food,1,0
684,1,4.962055,paypal,349.7340278,food,1,0
28,1,4.886641,creditcard,0,shopping,0,0
1303,1,4.921349,creditcard,0,food,0,0
274,1,4.748314,creditcard,0,food,0,0
2000,1,5.040929,creditcard,0,food,1,0
1970,1,4.745402,paypal,312.2152778,electronics,1,0
2000,1,4.876771,creditcard,0,electronics,0,0
2000,1,5.040929,creditcard,0.026388889,shopping,1,0
947,1,3.066058,creditcard,154.4423611,shopping,1,0
1580,1,5.040929,paypal,0.000694444,shopping,1,0
214,1,4.836982,paypal,0,electronics,1,0
142,1,4.921318,creditcard,0,electronics,1,0
1513,1,4.745402,creditcard,0.004166667,food,0,0
1929,1,5.040929,creditcard,0.001388889,food,0,0
1859,1,3.954522,creditcard,0,food,1,0
1056,1,5.017904,creditcard,0.041666667,food,0,0
143,1,4.962055,creditcard,142.9576389,shopping,0,0
66,1,4.748314,paypal,63.92777778,food,1,0
943,1,4.876771,creditcard,942.2777778,food,1,0
125,1,4.965339,paypal,0,shopping,0,0
895,2,4.895263,creditcard,0,shopping,1,0
722,1,4.505662,paypal,0,shopping,0,0
3,1,4.52458,creditcard,1.88125,food,0,0
63,3,4.836982,creditcard,0,electronics,1,0
1359,1,4.876771,creditcard,0,shopping,0,0
186,1,5.040929,creditcard,124.2708333,shopping,1,0
42,1,4.895263,creditcard,41.76944444,food,0,0
694,1,4.748314,storecredit,0.000694444,electronics,1,0
125,1,4.461622,creditcard,0,electronics,0,0
2000,1,4.748314,creditcard,930.1194444,shopping,1,0
114,1,4.921318,creditcard,113.7729167,shopping,0,0
991,1,4.52458,paypal,183.0090278,shopping,0,0
4,1,4.876771,paypal,0.000694444,electronics,0,0
2000,1,4.748314,creditcard,0.004861111,shopping,1,0
2000,1,4.836982,creditcard,0,food,1,0
1978,1,5.017904,creditcard,16.42916667,food,0,0
29,1,4.965339,paypal,28.05902778,shopping,0,0
197,1,4.965339,paypal,0,shopping,1,0
1116,1,4.836982,paypal,336.6159722,electronics,1,0
2000,1,5.034622,storecredit,364.5625,food,0,0
2000,1,4.748314,creditcard,0,electronics,0,0
414,1,4.748314,storecredit,333.89375,electronics,1,0
11,1,5.017904,creditcard,10.30416667,food,0,0
271,1,5.017904,creditcard,0.000694444,electronics,0,0
25,1,4.965339,creditcard,24.24236111,food,0,0
2000,1,4.886641,creditcard,983.5541667,shopping,0,0
40,2,4.886641,storecredit,0.00625,food,1,0
107,5,5.017904,creditcard,105.8951389,electronics,1,0
2000,1,4.962055,creditcard,1086.119444,food,1,0
2000,1,4.895263,paypal,1245.461806,shopping,1,0
37,1,4.745402,paypal,35.92777778,food,1,0
2000,1,4.505662,creditcard,0,food,1,0
45,1,4.52458,paypal,44.89791667,shopping,1,0
302,1,4.962055,paypal,237.2055556,electronics,0,0
1858,1,4.461622,creditcard,29.55416667,electronics,1,0
1109,1,4.876771,creditcard,0.004861111,electronics,0,0
29,1,4.52458,creditcard,0,electronics,0,0
149,1,4.965339,creditcard,0,food,1,0
355,1,4.505662,creditcard,0.2625,food,1,0
2000,1,4.876771,creditcard,0,shopping,0,0
947,1,3.066058,creditcard,139.2680556,food,1,0
56,1,4.505662,creditcard,55.53194444,shopping,0,0
2000,1,4.742303,paypal,270.06875,shopping,0,0
477,1,5.040929,creditcard,6.303472222,shopping,1,0
2000,1,4.886641,paypal,0,shopping,0,0
1902,1,4.745402,paypal,0.051388889,food,1,0
762,1,5.040929,creditcard,0,electronics,0,0
2000,1,4.886641,creditcard,0,electronics,1,0
52,1,5.040929,paypal,0,food,0,0
2000,1,4.921349,creditcard,1360.686806,electronics,1,0
1264,1,4.921318,creditcard,0.077777778,shopping,1,0
839,1,4.748314,paypal,654.8541667,food,0,0
2000,1,4.836982,paypal,0.002777778,food,1,0
1,1,3.483951,creditcard,0,electronics,,1
76,1,3.483951,creditcard,75.86944444,electronics,1,0
241,1,3.954522,paypal,240.3923611,electronics,1,0
2000,1,4.742303,paypal,456.3784722,electronics,0,0
76,1,4.895263,creditcard,0,shopping,1,0
923,1,4.742303,creditcard,0,shopping,1,0
143,1,4.52458,storecredit,142.0486111,electronics,0,0
1069,1,4.962055,paypal,0,shopping,0,0
1432,1,4.836982,creditcard,1386.782639,shopping,0,0
1229,1,4.895263,creditcard,18.11180556,electronics,1,0
1757,1,4.836982,creditcard,0.000694444,electronics,1,0
1307,1,5.017904,creditcard,0.002083333,electronics,1,0
2000,1,4.965339,paypal,0.026388889,shopping,1,0
67,2,4.836982,creditcard,66.11666667,shopping,0,0
506,1,4.745402,paypal,162.5486111,electronics,1,0
589,1,4.52458,creditcard,0.000694444,electronics,0,0
1948,1,4.886641,paypal,0.05625,electronics,0,0
596,1,4.921349,creditcard,500.1736111,food,0,0
102,1,4.921318,creditcard,0,electronics,1,0
1770,1,4.52458,creditcard,0.086805556,food,1,0
589,1,4.505662,creditcard,0.019444444,food,0,0
2000,1,4.921349,creditcard,597.75625,electronics,0,0
36,1,4.748314,creditcard,0,electronics,1,0
2000,1,4.921349,paypal,205.8951389,food,1,0
948,1,4.745402,paypal,0,electronics,0,0
407,1,4.965339,paypal,99.34027778,electronics,1,0
170,1,4.921349,creditcard,113.8736111,food,1,0
531,1,4.962055,creditcard,0,electronics,1,0
1928,1,4.057414,creditcard,1.865972222,shopping,0,0
13,4,3.483951,creditcard,12.29097222,shopping,0,0
592,2,4.742303,paypal,0,electronics,1,0
666,1,5.040929,creditcard,0,shopping,1,0
1552,1,4.921318,paypal,0,electronics,1,0
761,2,4.745402,creditcard,155.0680556,electronics,0,0
1076,1,3.483951,paypal,0.006944444,electronics,1,0
18,1,3.575983,creditcard,0.006944444,electronics,0,0
3,1,4.461622,paypal,0.001388889,shopping,0,0
77,1,4.921349,paypal,0,electronics,1,0
1961,1,4.921349,creditcard,186.0354167,food,0,0
34,1,4.886641,creditcard,0,food,0,0
2000,1,3.954522,creditcard,87.55347222,food,1,0
217,1,4.965339,creditcard,0,electronics,1,0
119,1,4.895263,creditcard,0,electronics,1,0
485,1,5.034622,paypal,0.000694444,electronics,0,0
932,1,4.836982,creditcard,32.81597222,electronics,1,0
87,1,4.505662,paypal,5.059722222,electronics,0,0
970,1,4.748314,creditcard,0,shopping,1,0
402,1,4.895263,storecredit,0,shopping,1,0
16,1,3.954522,paypal,0.000694444,electronics,1,0
1433,1,4.921318,creditcard,0.001388889,shopping,1,0
34,2,4.745402,paypal,33.925,shopping,1,0
2000,1,3.483951,paypal,0.102777778,food,1,0
2,1,4.965339,creditcard,1.306944444,shopping,1,0
184,1,5.040929,creditcard,0.002083333,electronics,0,0
2000,1,4.895263,creditcard,0.0125,food,1,0
1508,1,5.034622,creditcard,0.800694444,food,1,0
809,1,4.745402,creditcard,58.56388889,electronics,0,0
2000,1,4.52458,creditcard,1153.366667,electronics,1,0
167,1,5.017904,paypal,0,shopping,1,0
270,1,4.921318,paypal,0.024305556,electronics,0,0
763,1,4.876771,paypal,263.0604167,shopping,1,0
11,1,3.954522,creditcard,0,shopping,0,0
34,1,4.748314,paypal,0.000694444,food,0,0
109,3,4.886641,storecredit,108.9243056,shopping,0,0
81,1,4.962055,creditcard,0.000694444,shopping,1,0
1626,1,4.745402,paypal,1049.586806,food,0,0
626,1,4.745402,creditcard,297.9923611,shopping,1,0
3,1,4.748314,creditcard,2.850694444,food,0,0
104,1,4.836982,creditcard,0.002777778,electronics,0,0
114,1,4.921349,creditcard,0,food,1,0
1578,1,5.040929,creditcard,0,electronics,1,0
87,1,4.921318,creditcard,0,food,1,0
2000,1,4.836982,creditcard,103.2854167,shopping,1,0
1293,1,4.886641,creditcard,0,food,0,0
9,1,4.962055,creditcard,0,electronics,1,0
2,1,4.886641,paypal,1.034027778,electronics,1,0
2,1,3.575983,creditcard,1.502083333,shopping,0,0
16,1,4.836982,creditcard,15.65972222,food,1,0
165,1,4.836982,paypal,0,electronics,0,0
51,1,4.921349,creditcard,50.07083333,electronics,1,0
2000,2,4.52458,creditcard,276.6354167,electronics,1,0
3,1,4.921318,creditcard,0.082638889,food,0,0
2000,1,4.921318,creditcard,0.009722222,shopping,0,0
36,1,5.017904,creditcard,0,shopping,1,0
1630,1,4.057414,creditcard,0.006944444,shopping,0,0
2000,1,4.965339,creditcard,0,electronics,0,0
101,1,5.017904,creditcard,1.021527778,shopping,1,0
263,1,4.921349,creditcard,262.1840278,shopping,0,0
147,1,5.017904,paypal,65.19722222,electronics,0,0
7,1,4.52458,storecredit,6.550694444,food,1,0
1245,1,3.575983,storecredit,17.75138889,food,0,0
2000,1,4.965339,creditcard,0.036111111,electronics,0,0
3,1,4.921318,paypal,0.004166667,shopping,0,0
2000,1,5.040929,paypal,0.100694444,shopping,0,0
189,1,4.505662,creditcard,0,food,1,0
840,1,5.034622,creditcard,431.0069444,food,0,0
75,1,4.886641,storecredit,0,shopping,1,0
606,1,4.895263,creditcard,0,electronics,0,0
45,1,2.596228,creditcard,0,food,0,0
1497,1,4.748314,paypal,889.6347222,shopping,1,0
1945,1,4.748314,creditcard,588.9520833,electronics,1,0
63,1,4.921318,paypal,0.000694444,food,0,0
2000,1,3.483951,creditcard,0,electronics,0,0
1348,1,4.965339,creditcard,14.24513889,food,1,0
1893,1,4.52458,creditcard,0,electronics,1,0
3,1,4.745402,creditcard,2.73125,food,0,0
1925,1,4.505662,creditcard,919.1659722,food,1,0
100,1,4.876771,paypal,0,food,1,0
1610,1,4.836982,creditcard,76.79166667,shopping,0,0
1728,1,4.962055,paypal,0.61875,shopping,0,0
1129,2,4.921349,creditcard,0,food,0,0
567,1,4.748314,paypal,0.002083333,electronics,0,0
6,1,4.921318,paypal,5.994444444,electronics,1,0
28,1,4.921349,creditcard,27.95416667,electronics,1,0
143,1,4.921318,paypal,0,food,0,0
139,1,5.040929,creditcard,0,electronics,1,0
575,1,4.921318,creditcard,574.1423611,food,1,0
28,1,4.505662,creditcard,0.011111111,electronics,0,0
806,1,4.921349,creditcard,0,food,1,0
717,1,4.748314,creditcard,0,electronics,0,0
1514,1,3.483951,creditcard,0,shopping,1,0
117,1,4.748314,storecredit,0.002083333,food,1,0
59,1,4.52458,creditcard,58,electronics,1,0
29,1,4.876771,paypal,0,electronics,0,0
1681,2,4.962055,creditcard,0.000694444,electronics,1,0
989,1,5.034622,paypal,168.8944444,shopping,1,0
42,3,4.876771,creditcard,0,shopping,0,0
1849,1,4.748314,storecredit,42.08333333,shopping,0,0
1528,1,5.034622,creditcard,0,electronics,1,0
1466,1,4.921349,creditcard,728.7840278,shopping,1,0
2000,1,4.748314,creditcard,599.91875,electronics,1,0
532,10,4.748314,creditcard,79.25208333,food,1,0
136,1,4.895263,paypal,118.0305556,food,0,0
21,1,4.748314,storecredit,20.17083333,food,1,0
27,1,5.040929,creditcard,0,electronics,0,0
1481,1,4.52458,creditcard,0.010416667,shopping,1,0
7,2,5.017904,creditcard,6.257638889,food,0,0
346,1,4.057414,creditcard,101.5361111,electronics,0,0
137,1,4.921349,creditcard,0,food,1,0
1401,1,4.921349,paypal,0,electronics,1,0
107,1,4.921318,creditcard,0,shopping,0,0
18,1,4.921349,creditcard,0,electronics,1,0
7,1,4.742303,creditcard,6.96875,electronics,1,0
4,1,4.748314,storecredit,2.164583333,food,1,0
839,1,4.836982,storecredit,178.5166667,food,0,0
3,1,4.52458,creditcard,2.917361111,food,1,0
1022,1,4.836982,creditcard,600.5069444,electronics,0,0
2000,1,4.921349,creditcard,645.7305556,electronics,0,0
442,1,4.748314,creditcard,179.7736111,shopping,0,0
1816,1,5.040929,creditcard,742.0333333,food,1,0
2000,1,4.876771,creditcard,0.014583333,electronics,0,0
2000,1,4.742303,creditcard,0,food,0,0
1,1,4.748314,paypal,0,electronics,,1
248,1,4.962055,creditcard,0,shopping,0,0
272,1,5.040929,creditcard,0,shopping,0,0
420,1,4.876771,paypal,419.0555556,food,1,0
892,1,4.52458,paypal,891.7722222,electronics,1,0
1993,1,4.876771,creditcard,0.002083333,electronics,0,0
883,1,4.461622,creditcard,0.00625,food,0,0
2000,1,4.962055,creditcard,0,food,1,0
460,1,4.962055,creditcard,0,shopping,1,0
67,1,4.748314,paypal,0,shopping,1,0
169,1,5.034622,creditcard,11.35277778,food,1,0
2000,1,4.886641,creditcard,0.000694444,food,1,0
1298,1,4.742303,creditcard,0.002083333,shopping,1,0
2000,1,4.876771,creditcard,0.043055556,shopping,1,0
1547,1,4.921318,creditcard,1.484722222,shopping,1,0
127,1,4.745402,creditcard,0,shopping,0,0
56,1,4.921349,creditcard,0,food,1,0
399,1,4.748314,creditcard,0,electronics,0,0
36,1,4.52458,creditcard,0.021527778,shopping,1,0
6,1,4.921349,creditcard,0.003472222,electronics,1,0
34,1,4.921318,creditcard,0,shopping,0,0
376,1,4.836982,paypal,0.001388889,electronics,1,0
570,1,4.921318,paypal,0,electronics,0,0
51,1,4.057414,creditcard,0.000694444,food,1,0
2000,1,4.836982,creditcard,0.001388889,shopping,1,0
50,1,4.876771,storecredit,0,food,0,0
229,1,4.836982,creditcard,0.000694444,shopping,0,0
80,1,4.745402,creditcard,39.58333333,food,1,0
474,1,4.742303,creditcard,0,food,1,0
1523,1,5.040929,creditcard,1522.249306,food,1,0
2000,1,4.745402,creditcard,249.5611111,shopping,1,0
2000,1,3.954522,creditcard,2.43125,electronics,0,0
1665,1,4.836982,paypal,0,food,0,0
2000,1,4.836982,creditcard,1862.793056,electronics,0,0
1983,1,5.017904,creditcard,0,shopping,1,0
536,1,3.575983,paypal,0,shopping,0,0
2,1,5.034622,creditcard,1.411805556,food,1,0
61,1,4.876771,creditcard,60.13333333,food,0,0
2000,1,5.040929,creditcard,689.1618056,food,1,0
1411,1,4.965339,creditcard,0.003472222,shopping,1,0
115,1,4.52458,creditcard,114.0486111,food,0,0
64,1,4.921318,creditcard,0,food,0,0
1727,1,3.066058,creditcard,0.002777778,electronics,0,0
2,1,4.057414,creditcard,1.007638889,food,1,0
12,1,4.921318,creditcard,0.000694444,electronics,1,0
562,1,4.745402,paypal,530.6625,shopping,0,0
105,1,4.876771,paypal,0,electronics,1,0
448,1,4.742303,creditcard,447.9631944,shopping,1,0
2,1,4.52458,creditcard,1.789583333,food,0,0
1269,1,3.066058,creditcard,105.2604167,food,1,0
221,1,4.742303,creditcard,216.5534722,food,0,0
80,1,5.017904,creditcard,0,electronics,0,0
85,1,5.040929,creditcard,0.000694444,electronics,1,0
838,1,4.836982,creditcard,21.04791667,electronics,1,0
1130,1,2.94894,creditcard,0.022916667,food,0,0
495,2,4.742303,creditcard,371.6097222,shopping,0,0
953,1,4.461622,paypal,0,shopping,0,0
1171,1,4.965339,creditcard,0,shopping,1,0
182,1,4.52458,creditcard,0.009027778,food,1,0
1605,1,4.876771,paypal,0.011805556,food,1,0
934,1,4.921318,creditcard,0.006944444,electronics,0,0
2000,1,3.954522,paypal,287.8826389,food,1,0
2000,1,4.895263,creditcard,1.820833333,electronics,0,0
85,1,4.505662,creditcard,0,food,1,0
16,1,4.965339,storecredit,15.04305556,electronics,1,0
2000,1,5.040929,creditcard,1087.047222,food,1,0
3,1,3.066058,creditcard,2.213194444,food,0,0
42,1,4.461622,creditcard,0.000694444,food,0,0
89,1,5.017904,creditcard,0,shopping,0,0
472,1,5.034622,paypal,0,electronics,0,0
1037,1,4.965339,creditcard,0,electronics,1,0
13,1,3.954522,creditcard,0,food,1,0
2000,1,4.745402,creditcard,141.3819444,electronics,0,0
2000,1,4.965339,paypal,0.011805556,shopping,0,0
1684,1,4.876771,paypal,453.05,electronics,1,0
32,1,4.895263,creditcard,0,shopping,1,0
159,1,4.836982,creditcard,3.569444444,shopping,0,0
2000,1,4.836982,creditcard,92.04236111,shopping,0,0
222,1,4.886641,creditcard,221.9243056,food,1,0
365,2,4.057414,storecredit,0.000694444,electronics,0,0
84,1,4.836982,storecredit,83.84375,shopping,0,0
1832,10,5.017904,paypal,504.9520833,electronics,1,0
1355,1,4.505662,creditcard,0.002083333,electronics,1,0
631,1,4.921318,creditcard,0,electronics,0,0
2000,1,4.965339,creditcard,0,food,1,0
657,1,4.745402,creditcard,0,electronics,1,0
62,1,5.034622,paypal,0,food,0,0
2000,1,4.057414,storecredit,1102.283333,food,0,0
1744,1,4.748314,creditcard,337.1840278,shopping,1,0
